StudentId,Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,IsDropout,MaritalStatusLabel,ApplicationModeLabel,CourseLabel,PreviousQualificationLabel,Daytime_evening_attendanceLabel,DisplacedLabel,Educational_special_needsLabel,DebtorLabel,Tuition_fees_up_to_dateLabel,GenderLabel,Scholarship_holderLabel,InternationalLabel,ApplicationChoiceGroup,AgeGroup,AdmissionGradeBand,FirstSemApprovalRate,FirstSemApprovalBand,FirstSemGradeBand
460,1,17,1,9773,1,1,125.0,1,37,37,5,7,120.1,0,0,0,1,0,1,18,0,0,6,7,6,12.5,0,0,6,8,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate,0,Single,2nd phase - general,Journalism and Communication,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
461,1,1,1,9130,1,1,160.0,1,3,3,3,2,155.1,1,0,0,1,0,0,20,0,0,5,5,5,16.4,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Graduate,0,Single,1st phase - general,Equinculture,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,16-20
462,1,51,1,9070,1,1,130.0,1,19,19,5,7,124.5,0,0,0,1,0,1,20,0,5,11,11,11,13.818181818181818,0,5,11,11,11,13.454545454545457,0,11.1,0.6,2.02,Graduate,0,Single,Change institution/course,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
463,1,17,1,9238,1,1,144.0,1,3,1,2,3,126.9,0,0,0,1,0,0,19,0,0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,Graduate,0,Single,2nd phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,Below 12
464,1,39,1,9147,1,19,133.1,1,3,1,3,5,153.2,1,0,1,1,0,0,24,0,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,Graduate,0,Single,Over 23 years old,Management,Basic education 3rd cycle,Daytime,Yes,No,Yes,Up to date,Female,No,No,2nd-3rd choice,21-24,140-<160,1.0,80-100%,Below 12
465,1,17,1,9238,1,1,148.0,1,1,1,4,9,129.8,0,0,0,1,0,0,20,0,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,Enrolled,0,Single,2nd phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,Below 12
466,1,43,1,8014,0,1,133.1,1,3,3,2,3,135.0,0,0,0,1,0,0,27,0,7,10,10,9,11.444444444444445,0,4,11,11,5,10.8,0,10.8,1.4,1.74,Dropout,1,Single,Change of course,Social Service (evening),Secondary education,Evening,No,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,120-<140,0.9,80-100%,Below 12
467,1,1,1,9853,1,1,133.0,1,1,38,5,10,131.3,1,0,0,1,0,0,20,0,0,6,9,5,14.333333333333334,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,Enrolled,0,Single,1st phase - general,Basic Education,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,14-<16
468,1,43,6,9238,1,1,129.0,1,34,34,0,0,125.2,0,0,0,1,0,1,23,0,15,16,18,16,13.0,0,11,13,15,13,13.266666666666667,0,9.4,-0.8,-3.12,Graduate,0,Single,Change of course,Social Service,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,7th-10th choice,21-24,120-<140,1.0,80-100%,12-<14
469,1,1,5,9500,1,1,144.0,1,19,38,4,8,141.3,1,0,0,1,0,1,18,0,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,4th-6th choice,17-20,140-<160,1.0,80-100%,12-<14
470,1,17,1,9238,1,1,120.0,1,37,37,4,9,117.1,1,0,0,1,0,1,18,0,0,6,10,5,10.571428571428571,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,Graduate,0,Single,2nd phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,<120,0.8333333333333334,80-100%,Below 12
471,1,17,3,9500,1,1,144.0,1,1,37,9,9,126.5,1,0,0,1,0,1,20,0,0,8,8,7,13.487142857142857,0,0,8,8,7,13.487142857142857,0,10.8,1.4,1.74,Graduate,0,Single,2nd phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,4th-6th choice,17-20,120-<140,0.875,80-100%,12-<14
472,1,1,1,9254,1,1,132.0,1,19,38,9,7,120.1,0,0,0,1,0,1,20,0,0,6,6,6,12.333333333333334,0,0,6,7,6,11.833333333333334,0,13.9,-0.3,0.79,Graduate,0,Single,1st phase - general,Tourism,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
473,1,1,1,9670,1,1,142.0,1,38,19,7,10,128.4,0,0,0,1,0,0,23,0,0,6,11,6,11.875,0,0,6,9,5,12.833333333333334,0,11.1,0.6,2.02,Dropout,1,Single,1st phase - general,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,120-<140,1.0,80-100%,Below 12
474,1,1,2,9500,1,1,136.0,1,19,19,9,9,140.0,1,0,0,1,0,0,20,0,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,140-<160,0.8571428571428571,80-100%,12-<14
475,1,39,1,9254,1,9,133.1,1,34,34,0,0,110.0,1,0,0,0,0,0,28,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,Over 23 years old,Tourism,12th year not completed,Daytime,Yes,No,No,Not up to date,Female,No,No,2nd-3rd choice,25-34,<120,0.0,0%,No recorded grade
476,1,1,1,9670,1,1,122.0,1,1,19,3,5,116.8,1,0,0,1,0,0,21,0,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate,0,Single,1st phase - general,Advertising and Marketing Management,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,<120,0.8,80-100%,Below 12
477,1,1,2,9556,1,1,133.1,1,19,19,9,9,104.5,1,0,0,1,0,0,21,0,0,2,2,2,12.5,0,0,7,0,0,0.0,0,12.4,0.5,1.79,Dropout,1,Single,1st phase - general,Oral Hygiene,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,<120,1.0,80-100%,12-<14
478,1,7,1,9500,1,3,140.0,1,34,34,0,0,140.0,0,0,0,1,0,0,28,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,Other higher course holders,Nursing,Degree,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,140-<160,0.0,0%,No recorded grade
479,1,1,1,9500,1,1,117.0,1,3,1,3,3,113.2,0,1,0,1,0,0,18,0,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,No,Yes,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.8571428571428571,80-100%,Below 12
480,1,17,1,9238,1,1,128.0,1,38,19,191,175,118.6,1,0,0,1,0,1,21,0,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Enrolled,0,Single,2nd phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,21-24,<120,0.8333333333333334,80-100%,12-<14
481,1,1,1,9500,1,1,136.0,1,1,1,4,4,123.8,0,0,0,1,0,0,19,0,0,7,10,6,11.614285714285714,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.8571428571428571,80-100%,Below 12
482,1,18,6,9500,1,1,141.0,1,1,19,1,1,126.7,1,0,0,1,0,1,18,0,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,Graduate,0,Single,3rd phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,7th-10th choice,17-20,120-<140,0.875,80-100%,14-<16
483,1,1,3,9500,1,1,130.0,1,3,1,2,5,133.8,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,1st phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,0.0,0%,No recorded grade
484,1,44,1,9085,1,39,140.0,1,38,38,9,7,140.0,0,0,0,1,0,0,20,0,2,6,9,6,12.666666666666666,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,Enrolled,0,Single,Technological specialization,Veterinary Nursing,Technological specialization,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,12-<14
485,1,1,3,9500,1,1,102.0,1,1,19,9,5,100.6,1,0,0,1,0,1,20,0,0,7,9,6,12.766666666666666,0,0,8,10,7,12.128571428571428,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,4th-6th choice,17-20,<120,0.8571428571428571,80-100%,12-<14
486,1,17,1,9853,1,1,126.0,1,1,37,7,9,132.7,0,0,0,1,0,1,18,0,0,6,7,6,12.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Graduate,0,Single,2nd phase - general,Basic Education,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
487,1,43,2,9670,1,1,125.0,1,38,19,4,3,106.6,1,0,0,1,0,0,20,0,4,6,7,6,11.5,0,0,6,10,4,10.571428571428571,0,10.8,1.4,1.74,Dropout,1,Single,Change of course,Advertising and Marketing Management,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,1.0,80-100%,Below 12
488,1,39,1,9670,1,1,120.0,1,1,19,5,4,140.4,0,0,0,1,0,0,31,0,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,Dropout,1,Single,Over 23 years old,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,140-<160,0.8333333333333334,80-100%,Below 12
489,1,17,3,9500,1,1,132.0,1,37,37,9,7,128.3,1,0,0,1,0,1,19,0,0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,Graduate,0,Single,2nd phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,4th-6th choice,17-20,120-<140,1.0,80-100%,14-<16
490,1,1,3,9500,1,1,128.0,1,38,38,5,5,118.6,1,0,0,1,0,1,19,0,0,7,9,6,11.814285714285717,0,0,8,8,7,13.542857142857144,0,13.9,-0.3,0.79,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,4th-6th choice,17-20,<120,0.8571428571428571,80-100%,Below 12
491,1,1,1,9070,1,1,115.0,1,19,1,3,8,123.4,0,0,0,1,0,0,23,0,1,6,8,6,13.0,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,Graduate,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,120-<140,1.0,80-100%,12-<14
492,1,1,1,9670,1,1,125.0,1,37,37,5,5,124.0,0,0,0,1,0,0,19,0,0,6,7,6,14.857142857142858,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,14-<16
493,1,1,6,9500,1,1,137.0,1,1,3,3,2,121.3,1,0,0,1,0,0,20,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,7th-10th choice,17-20,120-<140,0.8571428571428571,80-100%,12-<14
494,1,1,1,9085,1,1,101.0,1,37,37,9,4,101.0,1,0,1,1,0,0,22,0,0,6,9,5,13.333333333333334,0,0,6,17,4,11.4,0,12.4,0.5,1.79,Enrolled,0,Single,1st phase - general,Veterinary Nursing,Secondary education,Daytime,Yes,No,Yes,Up to date,Female,No,No,2nd-3rd choice,21-24,<120,0.8333333333333334,80-100%,12-<14
495,1,1,1,9853,1,1,126.0,1,3,1,2,5,116.9,1,1,0,1,0,0,18,0,0,7,10,6,10.666666666666666,0,0,7,12,6,12.833333333333334,0,13.9,-0.3,0.79,Enrolled,0,Single,1st phase - general,Basic Education,Secondary education,Daytime,Yes,Yes,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.8571428571428571,80-100%,Below 12
496,1,7,3,9130,1,3,130.0,1,19,37,90,5,130.0,0,0,1,0,0,0,27,0,1,5,6,2,11.5,0,0,5,5,1,11.0,0,12.7,3.7,-1.7,Dropout,1,Single,Other higher course holders,Equinculture,Degree,Daytime,No,No,Yes,Not up to date,Female,No,No,4th-6th choice,25-34,120-<140,0.4,1-<50%,Below 12
497,1,39,1,9556,1,19,100.0,1,37,38,9,9,120.0,0,0,0,1,0,0,29,0,0,7,9,1,10.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout,1,Single,Over 23 years old,Oral Hygiene,Basic education 3rd cycle,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,120-<140,0.14285714285714285,1-<50%,Below 12
498,1,17,1,9254,1,1,122.0,1,1,19,4,3,130.4,1,0,0,1,0,0,18,0,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,Graduate,0,Single,2nd phase - general,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,Below 12
499,1,17,1,9070,1,1,126.0,1,19,38,9,7,118.7,0,0,0,1,0,0,18,0,0,6,7,5,11.8,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate,0,Single,2nd phase - general,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.8333333333333334,80-100%,Below 12
500,1,17,1,9500,1,1,128.0,1,38,38,7,7,131.5,0,0,0,1,0,0,18,0,0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,Graduate,0,Single,2nd phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
501,1,17,3,9085,1,1,134.0,1,37,38,9,9,120.4,1,0,0,1,0,0,20,0,0,5,13,3,11.333333333333334,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,Enrolled,0,Single,2nd phase - general,Veterinary Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,0.6,50-<80%,Below 12
502,1,17,2,9254,1,1,128.0,1,38,38,9,9,129.1,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,5,14.6,0,11.1,0.6,2.02,Graduate,0,Single,2nd phase - general,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
503,1,1,1,9070,1,1,125.0,1,1,1,4,4,132.0,0,0,0,0,0,0,18,0,1,6,10,5,12.2,1,0,6,11,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,No,No,No,Not up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,12-<14
504,1,7,2,9085,1,3,130.0,1,3,3,1,1,130.0,0,0,0,0,0,0,28,0,0,5,9,1,12.0,1,0,4,10,0,0.0,4,10.8,1.4,1.74,Dropout,1,Single,Other higher course holders,Veterinary Nursing,Degree,Daytime,No,No,No,Not up to date,Female,No,No,2nd-3rd choice,25-34,120-<140,0.2,1-<50%,12-<14
505,1,1,2,9500,1,1,135.0,1,37,1,7,7,132.8,1,0,0,1,0,1,18,0,0,8,12,7,11.721428571428572,0,0,8,12,7,11.721428571428572,0,12.7,3.7,-1.7,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,0.875,80-100%,Below 12
506,1,39,1,9500,1,19,133.1,1,37,38,151,161,143.7,0,0,0,1,0,0,27,0,0,7,12,4,14.0,0,0,7,14,3,12.525,0,12.4,0.5,1.79,Enrolled,0,Single,Over 23 years old,Nursing,Basic education 3rd cycle,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,140-<160,0.5714285714285714,50-<80%,14-<16
507,1,39,1,33,1,1,140.0,1,3,1,2,4,152.8,0,0,0,1,0,0,26,0,0,7,9,7,14.75,0,0,7,12,5,13.8,3,16.2,0.3,-0.92,Enrolled,0,Single,Over 23 years old,Biofuel Production Technologies,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,140-<160,1.0,80-100%,14-<16
508,1,1,2,9773,1,1,138.0,1,19,1,9,3,133.5,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,Graduate,0,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
509,1,1,1,9130,1,1,150.0,1,5,5,2,2,146.2,0,0,0,1,0,0,18,0,0,5,12,4,13.0,2,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Dropout,1,Single,1st phase - general,Equinculture,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,140-<160,0.8,80-100%,12-<14
510,1,1,2,9147,1,1,125.0,1,1,19,4,6,115.2,0,1,0,1,0,0,21,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,1,Single,1st phase - general,Management,Secondary education,Daytime,No,Yes,No,Up to date,Female,No,No,2nd-3rd choice,21-24,<120,0.0,0%,No recorded grade
511,1,1,2,9070,1,1,121.0,1,4,1,2,3,120.7,1,0,0,1,0,0,18,0,0,6,8,4,10.75,0,0,6,9,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.6666666666666666,50-<80%,Below 12
512,2,39,1,8014,0,1,120.0,1,34,34,99,99,101.8,0,0,0,0,0,0,32,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,1,Married,Over 23 years old,Social Service (evening),Secondary education,Evening,No,No,No,Not up to date,Female,No,No,2nd-3rd choice,25-34,<120,0.0,0%,No recorded grade
513,1,39,2,9670,1,1,140.0,1,34,34,0,0,100.0,0,0,0,1,0,0,28,0,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,Graduate,0,Single,Over 23 years old,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,<120,0.8,80-100%,12-<14
514,1,39,1,9991,0,1,100.0,1,37,19,9,2,121.9,0,0,0,0,0,0,40,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,1,Single,Over 23 years old,Management (evening),Secondary education,Evening,No,No,No,Not up to date,Female,No,No,2nd-3rd choice,35+,120-<140,0.0,0%,No recorded grade
515,2,18,2,8014,0,1,140.0,1,37,37,9,10,120.4,0,0,1,0,0,0,39,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,Married,3rd phase - general,Social Service (evening),Secondary education,Evening,No,No,Yes,Not up to date,Female,No,No,2nd-3rd choice,35+,120-<140,0.0,0%,No recorded grade
516,2,18,2,9238,1,1,140.0,1,37,37,9,10,120.4,0,0,1,0,0,0,39,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,Married,3rd phase - general,Social Service,Secondary education,Daytime,No,No,Yes,Not up to date,Female,No,No,2nd-3rd choice,35+,120-<140,0.0,0%,No recorded grade
517,2,39,1,9003,1,1,120.0,1,37,19,9,4,148.8,0,0,0,1,0,0,50,0,0,6,7,6,12.5,0,0,6,15,5,12.4,0,8.9,1.4,3.51,Graduate,0,Married,Over 23 years old,Agronomy,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,35+,140-<160,1.0,80-100%,12-<14
518,1,17,2,9853,1,1,138.0,1,1,1,9,4,123.0,1,0,0,1,0,0,23,0,0,6,10,5,12.8,0,0,6,9,3,11.666666666666666,0,10.8,1.4,1.74,Dropout,1,Single,2nd phase - general,Basic Education,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,120-<140,0.8333333333333334,80-100%,12-<14
519,4,39,1,8014,0,19,133.1,1,34,34,0,0,100.0,0,0,0,1,0,0,48,0,0,6,11,1,10.0,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,1,Divorced,Over 23 years old,Social Service (evening),Basic education 3rd cycle,Evening,No,No,No,Up to date,Female,No,No,2nd-3rd choice,35+,<120,0.16666666666666666,1-<50%,Below 12
520,1,17,2,9853,1,1,118.0,1,37,37,9,9,112.1,1,0,0,1,0,0,23,0,0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,Dropout,1,Single,2nd phase - general,Basic Education,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,<120,0.6666666666666666,50-<80%,Below 12
521,1,1,6,9500,1,1,135.0,1,37,1,5,5,126.8,1,0,0,1,0,1,18,0,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,7th-10th choice,17-20,120-<140,0.875,80-100%,12-<14
522,1,17,1,9130,1,1,130.0,1,3,19,2,9,115.9,0,0,0,1,0,0,18,0,0,5,14,2,12.0,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate,0,Single,2nd phase - general,Equinculture,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.4,1-<50%,12-<14
523,1,15,1,9238,1,1,150.0,26,3,37,2,8,132.5,1,0,0,0,0,0,20,1,0,6,9,5,13.0,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate,0,Single,International bachelor,Social Service,Secondary education,Daytime,Yes,No,No,Not up to date,Female,No,Yes,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,12-<14
524,1,18,3,9085,1,1,149.0,103,1,1,9,9,132.2,1,0,0,1,0,1,18,1,0,5,9,4,12.0,0,0,5,8,5,13.0,0,10.8,1.4,1.74,Graduate,0,Single,3rd phase - general,Veterinary Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,Yes,4th-6th choice,17-20,120-<140,0.8,80-100%,12-<14
525,1,1,1,9556,1,1,180.0,103,5,3,1,1,183.5,1,0,0,1,0,0,18,1,0,7,8,4,12.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,Dropout,1,Single,1st phase - general,Oral Hygiene,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,Yes,2nd-3rd choice,17-20,160+,0.5714285714285714,50-<80%,12-<14
526,1,43,1,9119,1,1,133.1,1,1,1,9,3,136.0,0,0,0,1,1,0,31,0,0,5,12,1,12.0,0,0,5,9,1,11.0,4,16.2,0.3,-0.92,Dropout,1,Single,Change of course,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.2,1-<50%,12-<14
527,1,39,1,9119,1,19,133.1,1,19,19,5,3,100.9,1,0,0,1,1,0,24,0,0,5,9,1,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74,Enrolled,0,Single,Over 23 years old,Informatics Engineering,Basic education 3rd cycle,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,0.2,1-<50%,12-<14
528,1,39,1,171,1,1,145.0,1,3,1,2,10,114.5,1,0,0,1,1,0,24,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0,Single,Over 23 years old,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,,No units enrolled,No recorded grade
529,1,39,1,9147,1,1,110.0,1,37,37,9,9,110.3,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,1,Single,Over 23 years old,Management,Secondary education,Daytime,No,No,Yes,Not up to date,Male,No,No,2nd-3rd choice,25-34,<120,0.0,0%,No recorded grade
530,1,1,1,9130,1,1,154.0,1,3,3,2,2,137.2,1,0,1,1,1,0,18,0,0,6,11,5,13.625,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,Dropout,1,Single,1st phase - general,Equinculture,Secondary education,Daytime,Yes,No,Yes,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,12-<14
531,1,17,1,9147,1,1,126.0,1,37,37,4,7,116.9,0,0,0,1,1,1,19,0,0,5,12,3,11.666666666666666,0,0,5,10,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled,0,Single,2nd phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Male,Yes,No,2nd-3rd choice,17-20,<120,0.6,50-<80%,Below 12
532,1,17,1,9670,1,1,133.0,1,19,37,9,8,121.8,1,0,0,1,1,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1,Single,2nd phase - general,Advertising and Marketing Management,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,0.0,0%,No recorded grade
